,ADDRESS,CITY,REGION,Postamat_daily,cashbox_daily,Postamat_trend,cashbox_MAX,cashbox_trend,hh_500,value1,value2,POPULATION,NEAR_Malls,NEAR_Business_centers,NEAR_metro_rjd,macro_salary_avg_yearly,Avg_check,coords,dist_to_closest_shop,dist_to_closest_postomat,dist_to_competitor,dist_to_post,NEAR_shops,NEAR_stops
37,"г.Калуга, Генерала Попова ул., 2/1 стр.4",калуга,Калужская область,6.0,3.2,0.0,11.0,1.0,2944.0,10095,3180,324698,0,0,0.0,423321,3.1745283018867925,"[54.492756, 36.219318, '11']",0.5967666254003858,0.5967666254003858,2.899769967183141,6726.988552790812,49.668062087517484,32.44751956558768
38,"г.Тула, Ленина пр-кт, 129 п.1",тула,Тульская область,5.0,,0.0,,,5730.0,10062,3106,482873,0,0,0.0,387679,3.239536381197682,"[54.15476, 37.585718, '10']",0.25369227945637474,1.1767445355143544,0.19342240028779648,6769.43636405871,4.742215100673966,0.06091518929205176
39,"г.Калуга, Хрустальная ул, 18",калуга,Калужская область,3.0,2.4,1.0,13.0,1.0,3093.0,10090,3075,324698,0,0,0.0,423321,3.28130081300813,"[54.521005, 36.299852, '11']",0.5280374506989751,0.5280374506989751,0.9982820014014742,6733.5337399868695,47.47011150302364,34.64689335336343
40,"г.Тула, М.Горького ул., 14",тула,Тульская область,2.0,,0.0,,,6043.0,10070,2987,482873,0,0,0.0,387679,3.3712755272849013,"[54.214867, 37.608347, '10']",0.42068874873394835,0.42068874873394835,1.775829807652311,6775.681772015208,1.6315959023429678,0.05240867921260007
41,"г.Тула, Пушкинская ул., 57Б",тула,Тульская область,2.0,,1.0,,,8114.0,9977,2786,482873,0,1,0.0,387679,3.5811198851399855,"[54.1915, 37.5986, '10']",0.34429425348317194,0.34429425348317194,0.19989564397920995,6773.203593505097,0.7333970833553018,0.10367788510910161
42,"п.Воротынск, Центральная ул., 3",воротынск,Калужская область,,,,,,2022.0,10094,3139,11288,0,0,1.0,423321,3.2156737814590635,"[54.467956, 36.040894, '00']",1.7345981996123299,7.403637332955722,13.677808737266698,6715.742221605226,58.017712494491434,32.80934620516245
43,"г.Тула, Октябрьская ул, 48 Б",тула,Тульская область,,,,,,5223.0,9987,2939,482873,1,0,0.0,387679,3.3980945899965973,"[54.212587, 37.621759, '00']",0.28439581681029313,0.3164256019480213,1.7572740734902197,6776.199825896831,1.658322590889865,0.027425565330071944
44,"г.Щекино, Лукашина ул., 8",щёкино,Тульская область,2.0,,0.0,,,4632.0,10097,3202,58139,0,0,0.0,387679,3.1533416614615866,"[54.01922, 37.505319, '10']",0.12251371896855691,0.7221547382869721,1.1512363460279933,6753.794724187256,0.059822401543804554,0.2371535839362371
45,"г.Калуга, Фомушина ул., 11",калуга,Калужская область,,3.8,,13.0,1.0,3432.0,10093,3062,324698,0,0,0.0,423321,3.296211626387982,"[54.489493, 36.206687, '01']",0.4415101932252909,0.4415101932252909,3.706993253942169,6726.06233944049,50.14318414577809,32.31825057685062
46,"г.Тула, Ленина пр-кт, 35 п.1",тула,Тульская область,2.0,4.1,0.0,15.0,,2166.0,9994,3042,482873,1,1,0.0,387679,3.2853385930309007,"[54.18837, 37.612955, '11']",0.4537969879063565,0.4537969879063565,0.07878662211103182,6773.700431275588,0.8573190772579471,0.10212676731564696
47,"г.Калуга, Маяковского ул, 47А",калуга,Калужская область,,1.2,,8.0,1.0,5217.0,10040,2983,324698,0,0,0.0,423321,3.3657391887361716,"[54.528159, 36.311395, '01']",0.10672861538115862,0.10672861538115862,0.8935153857446864,6734.738093982194,47.443604513853955,35.38222187990807
48,"г.Калуга, Гурьянова ул., 7",калуга,Калужская область,,,,,,1748.0,10063,2968,324698,0,0,1.0,423321,3.390498652291105,"[54.565415, 36.242683, '00']",1.1638731876740245,1.1638731876740245,1.7353757247169295,6734.416388732978,53.50977172238435,40.02600239299863
49,"г.Ефремов, Тульское шоссе, 18 п.1-25",ефремов,Тульская область,,0.9,,5.0,1.0,4221.0,10094,3248,42350,0,0,0.0,387679,3.1077586206896552,"[53.145316, 38.098252, '01']",0.46330816694063787,0.6789594070688589,1.2273881005874494,6712.888109490294,0.8197340236366621,0.056155445528917144
50,"г.Ефремов, Ленина ул., 29",ефремов,Тульская область,,1.4,,8.0,1.0,5138.0,10089,3253,42350,0,0,0.0,387679,3.1014448201660008,"[53.146002, 38.117512, '01']",0.2288376484703046,0.2288376484703046,0.33275280330095636,6713.997208636759,0.08263385598472993,0.23810121287917832
51,"г.Обнинск, Ленина пр-т, 208",обнинск,Калужская область,,1.1,,7.0,1.0,3764.0,10098,3135,104739,0,0,0.0,423321,3.221052631578947,"[55.119842, 36.575895, '01']",0.49940406214299166,0.49940406214299166,1.0607688221274991,6798.95890742243,58.479646938445214,54.70056726289969
52,"г.Обнинск, Маркса пр-т, 65В",обнинск,Калужская область,,2.5,,11.0,1.0,6143.0,10056,2915,104739,0,0,0.0,423321,3.4497427101200686,"[55.120182, 36.598218, '01']",0.4947170654768833,0.4947170654768833,0.4812987440168835,6800.122824656684,57.396834678264455,53.58153905014533
53,"г.Щекино, Юбилейная ул., 19",щёкино,Тульская область,2.0,,0.0,,,5903.0,10073,3092,58139,1,0,0.0,387679,3.2577619663648125,"[54.024039, 37.497908, '10']",0.2523516217091589,0.2523516217091589,1.859616377876305,6753.806557729884,0.054003359498164455,0.11409146305033552
54,"г.Тула, Николая Руднева ул, 12",тула,Тульская область,3.0,,1.0,,,3552.0,10092,3131,482873,0,0,0.0,387679,3.2232513573938038,"[54.17027, 37.600001, '10']",0.5074762605850626,1.2317478221245817,0.585019831629562,6771.494910983924,2.841542421208227,0.10120657277929468
55,"г.Калуга, Братьев Луканиных ул, 23",калуга,Калужская область,2.0,1.3,1.0,6.0,1.0,3105.0,10076,3071,324698,0,0,0.0,423321,3.281015955714751,"[54.502188, 36.175291, '11']",0.8160987598394581,0.8160987598394581,4.765316378663676,6725.5460191158845,52.61300107204568,34.2811361918047
56,"г.Тула, Михеева ул., 11",тула,Тульская область,2.0,,1.0,,,5137.0,10068,2996,482873,0,0,0.0,387679,3.3604806408544725,"[54.173305, 37.618201, '10']",0.41247703226630056,0.41247703226630056,0.19521533023169585,6772.713333597968,2.553991064082729,0.21119810569995826
57,"г.Балабаново, 50 лет Октября ул, 7",балабаново,Калужская область,,1.2,,8.0,1.0,2701.0,10099,3410,26337,0,0,0.0,423321,2.96158357771261,"[55.178979, 36.660759, '01']",0.37299278721287144,0.37299278721287144,7.447837476031779,6808.343093851367,58.94859526618845,54.86937092885025
58,"г.Калуга, Баррикад ул, 157",калуга,Калужская область,2.0,1.1,1.0,5.0,1.0,5619.0,10059,2939,324698,0,0,0.0,423321,3.4225927186117726,"[54.518742, 36.274905, '11']",0.6374571941291753,0.6374571941291753,0.47129421748953165,6732.0621762822075,48.53505948811928,34.578321242571135
59,"г.Обнинск, Курчатова ул., 6",обнинск,Калужская область,2.0,3.3,1.0,13.0,1.0,4412.0,10073,3064,104739,1,0,0.0,423321,3.287532637075718,"[55.097867, 36.613427, '11']",0.9464601413955517,0.9464601413955517,0.41691037686595134,6798.983409200398,55.09309182228691,51.3359343942052
60,"г.Калуга, Тульская ул., 20",калуга,Калужская область,,2.1,,8.0,1.0,6326.0,9966,2821,324698,0,0,0.0,423321,3.532789790854307,"[54.5098, 36.266812, '01']",0.3529516949244606,0.3529516949244606,0.2761169746299084,6730.881226659881,48.316912840892,33.67082054190071
61,"г.Калуга, Фридриха Энгельса ул, 89 п.2",калуга,Калужская область,,1.0,,9.0,1.0,8088.0,9933,2662,324698,0,0,0.0,423321,3.731404958677686,"[54.508451, 36.279038, '01']",0.08304050203374011,0.08304050203374011,0.08304050203374011,6731.391681804542,47.6057502024153,33.40851723535166
62,"г.Обнинск, Маркса пр-кт, 30 Б",обнинск,Калужская область,,2.0,,6.0,1.0,3390.0,10052,2976,104739,0,1,0.0,423321,3.377688172043011,"[55.112813, 36.595963, '01']",0.28440929467659537,0.5262209683132251,0.430093146261509,6799.376324380094,56.99404764029567,53.20881273456004
63,"г.Тула, Советская ул, 72",тула,Тульская область,,,,,,1072.0,10036,3090,482873,1,0,0.0,387679,3.2478964401294497,"[54.190652, 37.619064, '00']",0.47154981780943434,0.47154981780943434,0.22108597851117212,6774.215395445954,0.9127071654129442,0.0504802867542054
64,"г.Тула, Болдина ул",тула,Тульская область,,,,,,4456.0,10039,2974,482873,1,0,0.0,387679,3.375588433086752,"[54.177711, 37.574067, '00']",0.13367579230786047,0.73238478174377,1.4578513395410548,6770.747404367853,2.942372006943481,0.03203180877772884
65,"г.Калуга, Маршала Жукова ул, 20 п.1",калуга,Калужская область,,0.7,,5.0,1.0,6784.0,9974,2847,324698,0,0,0.0,423321,3.503336845802599,"[54.513966, 36.282424, '01']",0.24593267150509737,0.24593267150509737,0.2863483332138605,6732.03780969028,47.822741381612516,33.988567522504304
66,"г.Балабаново, Лесная ул., 6",балабаново,Калужская область,,2.0,,8.0,1.0,3860.0,10096,3197,26337,0,0,0.0,423321,3.157960588051298,"[55.179467, 36.654947, '01']",0.37299278721287144,0.37299278721287144,7.357047848776023,6808.089452299567,59.241690772942036,55.169253102901486
67,"г.Калуга, Платова ул, 19",калуга,Калужская область,,2.5,,10.0,1.0,6693.0,10007,2766,324698,0,0,0.0,423321,3.617859725234996,"[54.532876, 36.304972, '01']",0.6684760744624744,0.6684760744624744,0.356732701052059,6734.813320994218,48.10342312413299,35.93497762695684
68,"г.Калуга, Николо-Козинская ул, 58",калуга,Калужская область,,2.1,,10.0,0.0,6200.0,9929,2623,324698,0,1,0.0,423321,3.7853602744948533,"[54.506397, 36.271842, '01']",0.254758717606317,0.4412431998505985,0.04206267749621541,6730.8470785729905,47.827702801330005,33.24756479690068
69,"г.Калуга, Московская ул., 336А",калуга,Калужская область,3.0,,0.0,,,4573.0,10066,2983,324698,0,0,0.0,423321,3.3744552463962454,"[54.57876, 36.254388, '10']",0.3637850833268157,0.3637850833268157,0.42227611234903445,6736.1595347170305,53.977550767679126,41.37206739398902
70,"г.Тула, Арсенальная ул, 5",тула,Тульская область,3.0,,1.0,,,5423.0,10050,2931,482873,0,0,0.0,387679,3.428863868986694,"[54.214635, 37.600163, '10']",0.5327576659986603,0.5327576659986603,1.6304100220564293,6775.229427550476,1.6754523689866816,0.22036267397979373
71,"г.Калуга, Маяковского ул., 66",калуга,Калужская область,4.0,1.7,1.0,8.0,1.0,4357.0,10045,2928,324698,0,0,0.0,423321,3.4306693989071038,"[54.527542, 36.312662, '11']",0.10672861538115862,0.10672861538115862,0.9853636621645934,6734.750130528188,47.33696693682108,35.30844776817167
72,"г.Тула, Ложевая ул., 126",тула,Тульская область,3.0,,1.0,,,9775.0,9959,2759,482873,0,0,0.0,387679,3.6096411743385284,"[54.200949, 37.645124, '10']",0.18462308113063253,0.18462308113063253,0.561135228987846,6776.459444536238,2.4449663569014906,0.05059044379395592
73,"г.Обнинск, Гагарина ул., 45",обнинск,Калужская область,2.0,,0.0,,,5602.0,10052,2897,104739,1,0,0.0,423321,3.469796341042458,"[55.120779, 36.583576, '10']",0.17984171847088362,0.17984171847088362,0.7486661037107472,6799.429663203899,58.16237521754774,54.367966362285685
74,"г.Калуга, Спартака ул, 5 п.2",калуга,Калужская область,,1.6,,8.0,1.0,4901.0,10023,2892,324698,0,0,0.0,423321,3.465767634854772,"[54.492939, 36.210083, '01']",0.3455066408825233,0.3455066408825233,3.2804798477708843,6726.531704090708,50.17321190192139,32.6252531367067
75,"г.Тула, Металлургов ул, 43",тула,Тульская область,,,,,,6036.0,9973,2829,482873,0,0,0.0,387679,3.525273948391658,"[54.188197, 37.691585, '00']",0.5928144407302722,1.8394387692390202,0.4564008725048862,6777.850874338481,5.519150807344612,0.13060212411197952
76,"г.Тула, Металлургов 2-й пр-д, 3А",тула,Тульская область,,,,,,6122.0,9984,2767,482873,0,0,0.0,387679,3.6082399710878206,"[54.191573, 37.682152, '00']",0.6570523168200268,1.3889667774092829,0.4134108041037105,6777.634094185583,4.865299168611796,0.2649288762255092
77,"г.Обнинск, Ленина пр-кт, 146",обнинск,Калужская область,,1.1,,5.0,1.0,5640.0,10053,2850,104739,0,0,0.0,423321,3.5273684210526315,"[55.115038, 36.587223, '01']",0.38132102963563747,0.38132102963563747,0.29009416088385187,6799.122725624605,57.58324189465273,53.80377206594002
78,"г.Калуга, Тарутинская ул., 184 Б",калуга,Калужская область,,0.3,,2.0,1.0,2573.0,10053,2987,324698,0,0,0.0,423321,3.365584198192166,"[54.569747, 36.308305, '01']",0.48586400066688684,0.48586400066688684,3.773752559797077,6738.144177843874,50.81432067477103,40.009799873135854
79,"г.Калуга, Дорожная ул., 6",калуга,Калужская область,,1.8,,7.0,1.0,3086.0,10060,2945,324698,0,0,0.0,423321,3.4159592529711373,"[54.599805, 36.266066, '01']",0.3976464958578508,0.3976464958578508,2.4084774245610885,6738.5617458173365,55.110952448003026,43.59074144134524
80,"г.Калуга, Ленина ул., 70",калуга,Калужская область,,1.9,,10.0,0.0,6045.0,9973,2782,324698,0,0,0.0,423321,3.5848310567936736,"[54.516793, 36.265069, '01']",0.5186388658479356,0.5186388658479356,0.36145269488900295,6731.391512981545,48.88975833209565,34.45644491755187
81,"г.Обнинск, Гагарина ул., 30",обнинск,Калужская область,,2.2,,11.0,1.0,5225.0,10023,2881,104739,0,0,0.0,423321,3.479000347101701,"[55.120084, 36.590142, '01']",0.25041592209143543,0.25041592209143543,0.40236016792578266,6799.703831621373,57.78859919878324,53.98637043339683
82,"п.Заокский, Поленова ул.",заокский,Тульская область,,,,,,354.0,10100,3238,7117,0,0,0.0,387679,3.1192093885114267,"[54.737658, 37.396524, '00']",14.071582148206035,14.071582148206035,31.029253779090606,6808.628516629926,0.2199645492354018,0.3766178033666198
83,"рп.Плеханово, Заводская ул., 14А",плеханово,Тульская область,,,,,,2071.0,10099,3187,9171,0,0,0.0,387679,3.1688107938500156,"[54.24424, 37.56353, '00']",2.888916410236101,4.062791505597398,5.256359417498834,6775.781030134361,5.671982466341033,0.10360032564213681
84,"г.Тула, Хворостухина ул., 3",тула,Тульская область,4.0,,1.0,,,6226.0,9984,2701,482873,0,0,0.0,387679,3.696408737504628,"[54.209291, 37.687273, '10']",0.6343846002563132,0.6343846002563132,0.2737172136008858,6779.391824991225,5.282151596498411,0.3216276033783432
85,"г.Тула, Гоголевская ул., 69",тула,Тульская область,2.0,,0.0,,,6274.0,9971,2780,482873,0,0,0.0,387679,3.5866906474820146,"[54.188607, 37.600486, '10']",0.34429425348317194,0.34429425348317194,0.30303594845398935,6773.060428142452,0.8904793313989185,0.3715916756547885
86,"г.Новомосковск, Октябрьская ул., 11/14",новомосковск,Тульская область,,0.6,,6.0,1.0,4235.0,10037,2957,131386,0,0,0.0,387679,3.394318566114305,"[54.00694, 38.291102, '01']",0.3088475678192371,0.3088475678192371,0.7339547483131718,6794.7423804247555,2.4500145110026614,1.017011949932435
87,"г.Алексин, Тульская ул., 131 А",алексин,Тульская область,2.0,,0.0,,,3365.0,10088,3069,61732,0,0,0.0,387679,3.2870641902899966,"[54.509737, 37.116717, '10']",0.3910947318929529,1.1722315686802363,0.12546226768403224,6774.760401133018,14.582988808146103,0.3705209035028633
88,"г.Щекино, Ленина ул., 53",щёкино,Тульская область,,,,,,3938.0,10087,3091,58139,0,0,0.0,387679,3.263345195729537,"[54.013829, 37.517832, '00']",0.453335031953207,1.013737553136196,0.5041553469076591,6754.005603079185,0.08714544409865385,0.1441320772969183
89,"г.Узловая, Гагарина ул, стр.87",узловая,Тульская область,,,,,,4310.0,10031,2965,55282,1,0,0.0,387679,3.3831365935919058,"[53.978583, 38.151863, '00']",0.5348382376354814,1.1663131252873002,0.5250661089651343,6784.899975614466,0.02133757425902768,0.5174872611112248
90,"г.Донской, Октябрьская ул., 78/15",донской,Тульская область,,,,,,3611.0,10081,3110,64552,0,0,0.0,387679,3.2414790996784566,"[53.967425, 38.308485, '00']",0.8055032449706996,1.1368181234416008,0.7733663166747664,6792.397431194819,0.06745737844654708,0.5589168815187334
91,"г.Калуга, Гурьянова ул., 69",калуга,Калужская область,,2.5,,12.0,1.0,2957.0,10074,2962,324698,0,0,0.0,423321,3.401080351114112,"[54.568474, 36.225417, '01']",0.09989946506642979,0.09989946506642979,2.0188272865990213,6733.796494989168,54.56334134612182,40.563892702638825
92,"г.Тула, Кутузова ул, 102",тула,Тульская область,,,,,,4928.0,10001,2827,482873,0,0,0.0,387679,3.5376724442872303,"[54.193528, 37.691683, '00']",0.5928144407302722,1.285683646676548,0.2690537641159551,6778.303215075273,5.470360424094834,0.07846776948637499
